brand,year,age_years,mileage_km,fuel_type,transmission,body_type,condition,color,num_owners,accident_history,service_records,engine_size_L,horsepower,battery_range_km,battery_health_pct,charging_speed_kw,ev_incentive_2026_usd,is_ev,price_usd
Subaru,2010,16,350000,Petrol,Automatic,Sedan,Good,Green,2,0,1,2.5,148,,,,0,0,2000.0
Audi,2023,3,78129,Diesel,Automatic,Convertible,Poor,Red,2,0,0,1.5,506,,,,0,0,24450.77
Rivian,2015,11,110405,EV,Automatic,Sedan,Poor,White,3,1,0,,205,220.0,69.61227282209889,100.0,7500,1,33089.47
Hyundai,2013,13,201728,Petrol,Automatic,Convertible,Excellent,Blue,1,0,1,1.6,267,,,,0,0,2000.0
Volkswagen,2012,14,84928,Hybrid,CVT,Van,Good,White,1,0,0,1.0,253,,,,0,0,2000.0
Tesla,2011,15,138521,EV,Automatic,Hatchback,Good,Gray,4,0,1,,587,641.0,62.427641343538376,250.0,3500,1,44409.0
Chevrolet,2016,10,140188,Hybrid,Manual,Sedan,Good,Black,5,0,0,1.6,535,,,,0,0,2000.0
Tesla,2018,8,162480,EV,Automatic,Sedan,Poor,Black,1,1,1,,817,381.0,87.94690522981035,150.0,3500,1,58473.15
Ford,2021,5,112449,Diesel,Automatic,Truck,Poor,Black,1,1,0,1.8,135,,,,0,0,14528.37
Kia,2012,14,157798,EV,Automatic,Coupe,Excellent,Red,1,1,1,,731,550.0,72.37458660679377,150.0,5000,1,9177.52
Ford,2025,1,30386,Petrol,Automatic,Coupe,Excellent,Red,1,1,1,1.5,442,,,,0,0,15401.72
Toyota,2015,11,242448,Petrol,Automatic,Sedan,Good,Brown,2,1,1,1.8,378,,,,0,0,2000.0
Hyundai,2018,8,192545,Hybrid,Automatic,Truck,Good,White,1,0,1,2.5,131,,,,0,0,2000.0
Honda,2025,1,89528,Diesel,Automatic,SUV,Excellent,Red,1,0,0,1.5,383,,,,0,0,21385.48
Polestar,2011,15,254021,EV,Automatic,SUV,Poor,Silver,4,1,1,,819,496.0,84.94438130555437,150.0,3500,1,63751.08
Polestar,2016,10,103937,EV,Automatic,Truck,Fair,Silver,1,0,0,,449,398.0,73.64272279382877,22.0,0,1,52276.47
Lucid,2014,12,246998,EV,Automatic,SUV,Excellent,Silver,3,0,0,,672,536.0,76.17191058308191,50.0,0,1,71496.7
Mercedes,2014,12,164199,EV,Automatic,Truck,Good,Blue,2,0,1,,892,479.0,77.44253152476765,150.0,0,1,95942.39
Toyota,2020,6,90372,Diesel,Automatic,Truck,Good,Silver,1,1,1,1.5,213,,,,0,0,5007.2
Lucid,2016,10,66324,EV,Automatic,Truck,Fair,Gray,2,1,1,,842,302.0,88.74202901798478,350.0,5000,1,65976.04
Audi,2018,8,140222,EV,Automatic,SUV,Poor,Brown,1,0,1,,1070,610.0,86.13311270247674,150.0,7500,1,56446.17
Polestar,2013,13,223427,EV,Automatic,SUV,Good,White,2,0,1,,604,201.0,72.03091710360233,250.0,7500,1,36901.81
Polestar,2018,8,147434,EV,Automatic,Sedan,Good,Brown,1,0,0,,498,455.0,84.630758996173,250.0,5000,1,50059.2
Nissan,2024,2,101855,EV,Automatic,SUV,Poor,Brown,2,0,0,,992,259.0,97.2734444404881,250.0,3500,1,37523.78
BMW,2025,1,244044,Diesel,Manual,Convertible,Good,Gray,2,1,1,5.0,479,,,,0,0,13686.3
Mercedes,2023,3,268340,Petrol,CVT,Coupe,Excellent,Green,1,0,1,3.5,474,,,,0,0,87534.96
Nissan,2022,4,178043,Hybrid,Manual,SUV,Excellent,Black,4,1,1,1.4,435,,,,0,0,9427.63
BMW,2020,6,63535,Hybrid,Automatic,Truck,Excellent,Green,1,0,1,5.0,138,,,,0,0,16900.59
Honda,2019,7,116979,Petrol,CVT,SUV,Good,Green,4,0,1,2.0,171,,,,0,0,2000.0
Chevrolet,2018,8,123042,Petrol,Automatic,Sedan,Good,Gray,1,0,1,3.5,459,,,,0,0,2000.0
Lucid,2022,4,90770,EV,Automatic,Truck,Fair,Gray,5,0,1,,350,621.0,92.63062995997113,150.0,3500,1,66775.07
Kia,2013,13,217399,Diesel,Manual,SUV,Excellent,Gray,5,1,1,5.0,166,,,,0,0,2000.0
Chevrolet,2012,14,196589,Diesel,Automatic,SUV,Good,Blue,1,1,1,2.0,498,,,,0,0,2000.0
Toyota,2011,15,350000,Petrol,Automatic,Sedan,Fair,White,1,1,1,1.0,139,,,,0,0,2000.0
Hyundai,2018,8,129006,Hybrid,Automatic,Hatchback,Excellent,Red,3,0,0,1.0,242,,,,0,0,4509.2
Subaru,2021,5,165053,Petrol,Manual,SUV,Fair,Green,1,0,1,3.5,224,,,,0,0,2000.0
Honda,2011,15,97878,Petrol,CVT,Sedan,Excellent,Silver,1,1,1,1.5,246,,,,0,0,2000.0
Chevrolet,2015,11,143414,EV,Automatic,Convertible,Good,Gray,2,0,1,,726,518.0,84.71323798035357,250.0,5000,1,25709.56
Rivian,2014,12,115801,EV,Automatic,SUV,Excellent,Brown,1,0,0,,316,554.0,80.98378893318734,50.0,7500,1,65665.96
Volkswagen,2023,3,247070,Hybrid,Automatic,Van,Excellent,Green,1,0,0,1.0,534,,,,0,0,10012.56
Kia,2014,12,180860,EV,Automatic,Sedan,Fair,Red,2,0,1,,443,234.0,69.59016021913894,22.0,5000,1,2000.0
Kia,2013,13,263723,EV,Automatic,SUV,Fair,Black,1,0,1,,993,257.0,71.8248921917391,50.0,5000,1,17884.74
Mercedes,2025,1,32606,EV,Automatic,SUV,Excellent,Red,1,0,1,,1070,388.0,97.4894076944959,100.0,5000,1,54041.15
BMW,2015,11,120881,Petrol,CVT,Sedan,Poor,White,3,0,1,3.0,141,,,,0,0,10809.01
Nissan,2014,12,319651,Petrol,Automatic,SUV,Good,White,2,1,1,2.5,206,,,,0,0,2000.0
Nissan,2020,6,275300,Petrol,Manual,SUV,Good,Gray,3,0,1,1.4,102,,,,0,0,2000.0
Nissan,2013,13,318903,Hybrid,Automatic,Sedan,Fair,Red,4,0,1,1.6,267,,,,0,0,2000.0
Lucid,2022,4,86713,EV,Automatic,Sedan,Fair,White,1,0,1,,772,255.0,93.56043974854909,100.0,7500,1,114281.39
Chevrolet,2018,8,137286,EV,Automatic,SUV,Good,White,4,0,1,,867,266.0,88.68313752950213,350.0,7500,1,20717.32
Tesla,2022,4,72407,EV,Automatic,Convertible,Good,Brown,5,0,1,,489,512.0,89.0415042474672,50.0,5000,1,69105.75
Volkswagen,2015,11,341134,Petrol,Manual,SUV,Good,Red,1,0,0,1.6,307,,,,0,0,2000.0
Hyundai,2020,6,253061,Hybrid,Automatic,Hatchback,Good,White,4,0,0,3.0,245,,,,0,0,2000.0
Kia,2019,7,281310,Petrol,Manual,SUV,Good,Brown,1,0,1,5.0,418,,,,0,0,2000.0
Volkswagen,2025,1,29836,Diesel,CVT,SUV,Good,White,3,0,1,3.0,137,,,,0,0,7306.84
Rivian,2019,7,118672,EV,Automatic,Hatchback,Excellent,Black,4,1,1,,863,636.0,92.94699972914644,250.0,7500,1,85345.81
BMW,2022,4,81478,EV,Automatic,Coupe,Fair,Black,5,0,1,,670,251.0,92.95790379190692,22.0,5000,1,74903.0
Mercedes,2019,7,200558,Hybrid,Manual,Truck,Good,Black,2,1,1,1.4,100,,,,0,0,38588.64
Toyota,2022,4,214001,Petrol,Automatic,SUV,Good,Silver,2,1,1,1.5,129,,,,0,0,5511.71
Chevrolet,2012,14,182288,Diesel,Manual,Coupe,Good,Black,1,1,1,1.8,465,,,,0,0,2000.0
Toyota,2019,7,181443,Diesel,Automatic,Sedan,Good,Silver,2,0,0,1.0,322,,,,0,0,4282.76
Tesla,2015,11,158583,EV,Automatic,SUV,Excellent,Gray,3,1,1,,573,291.0,78.30102450418619,11.0,3500,1,54001.6
Chevrolet,2023,3,110220,Diesel,Automatic,Hatchback,Good,Brown,1,0,0,1.6,410,,,,0,0,8908.49
Ford,2010,16,282269,Petrol,Manual,Sedan,Fair,White,4,0,0,1.8,348,,,,0,0,2000.0
Hyundai,2014,12,134892,Diesel,CVT,Truck,Excellent,Brown,2,0,0,1.0,135,,,,0,0,2000.0
Toyota,2019,7,188757,Hybrid,Manual,SUV,Good,Green,2,0,1,4.0,299,,,,0,0,16148.56
Toyota,2015,11,211855,Hybrid,Automatic,SUV,Excellent,Black,3,0,0,2.5,96,,,,0,0,2000.0
Nissan,2024,2,105768,Diesel,Automatic,Truck,Good,Gray,4,0,1,4.0,380,,,,0,0,5427.44
Mercedes,2020,6,248496,Diesel,CVT,Sedan,Excellent,White,2,1,0,3.5,388,,,,0,0,53487.6
Honda,2017,9,250918,Hybrid,Automatic,SUV,Fair,Gray,2,1,1,1.8,167,,,,0,0,10834.38
Chevrolet,2020,6,95384,EV,Automatic,SUV,Good,Red,4,0,1,,991,227.0,89.01465620389332,100.0,5000,1,21886.03
Volkswagen,2024,2,28313,EV,Automatic,Coupe,Good,Blue,5,1,0,,787,487.0,97.3785180503126,350.0,7500,1,43899.41
Ford,2024,2,134554,Hybrid,Manual,SUV,Fair,White,2,0,1,2.0,192,,,,0,0,4991.26
Hyundai,2018,8,248975,Hybrid,Manual,Van,Poor,Brown,3,1,0,2.0,277,,,,0,0,2000.0
Toyota,2020,6,139825,Diesel,Manual,Convertible,Excellent,White,2,0,0,4.0,504,,,,0,0,4054.09
Toyota,2012,14,338722,Petrol,Automatic,Hatchback,Good,Silver,1,0,1,4.0,263,,,,0,0,2000.0
Chevrolet,2011,15,240156,Petrol,Automatic,Coupe,Good,Red,2,0,0,1.5,507,,,,0,0,2000.0
Chevrolet,2022,4,298210,Petrol,Automatic,Coupe,Poor,Green,2,0,1,1.0,485,,,,0,0,2000.0
Hyundai,2013,13,185397,Petrol,Automatic,Truck,Good,Red,2,0,0,1.6,419,,,,0,0,2000.0
Kia,2017,9,233276,Petrol,Automatic,Coupe,Good,White,2,0,1,1.6,486,,,,0,0,2000.0
Subaru,2020,6,72267,Petrol,Automatic,Truck,Good,Gray,1,1,0,1.5,251,,,,0,0,3595.35
Chevrolet,2025,1,44030,Hybrid,Automatic,Convertible,Fair,Green,3,0,0,5.0,495,,,,0,0,17437.29
BMW,2025,1,139680,Petrol,Automatic,Hatchback,Good,Green,1,0,0,1.8,293,,,,0,0,65423.38
Volkswagen,2017,9,100792,Petrol,Automatic,Truck,Excellent,Green,2,0,1,3.5,310,,,,0,0,2000.0
Ford,2012,14,221598,Diesel,Manual,SUV,Fair,Blue,3,0,0,3.5,193,,,,0,0,2000.0
Audi,2013,13,293452,Diesel,Automatic,Sedan,Excellent,Brown,2,0,1,3.0,422,,,,0,0,11746.75
Toyota,2012,14,282549,Petrol,Automatic,Sedan,Poor,Blue,1,0,0,4.0,462,,,,0,0,2000.0
Toyota,2019,7,170714,Diesel,Manual,Sedan,Good,Black,2,0,1,2.0,163,,,,0,0,2000.0
Polestar,2011,15,105611,EV,Automatic,Hatchback,Poor,Black,3,1,0,,230,484.0,76.66496362374949,350.0,0,1,22325.39
Nissan,2013,13,168802,EV,Automatic,Van,Good,Gray,1,0,0,,250,282.0,70.21694223219816,50.0,3500,1,2000.0
Kia,2015,11,154011,Petrol,Automatic,SUV,Fair,Black,4,0,1,4.0,118,,,,0,0,2000.0
Audi,2020,6,141427,Hybrid,Manual,Coupe,Poor,Blue,2,0,1,1.5,329,,,,0,0,7058.68
Honda,2023,3,261770,Hybrid,Automatic,Sedan,Good,Blue,2,1,1,3.5,186,,,,0,0,2000.0
Honda,2025,1,198154,Petrol,Automatic,Truck,Fair,Silver,2,0,1,1.0,497,,,,0,0,3670.19
Ford,2020,6,218040,Petrol,Automatic,SUV,Excellent,Brown,1,0,1,2.5,416,,,,0,0,13436.03
Chevrolet,2014,12,228381,EV,Automatic,Convertible,Good,White,1,1,1,,299,344.0,83.99992816584525,250.0,7500,1,4425.48
Kia,2012,14,327436,Diesel,CVT,Sedan,Good,Green,2,1,0,2.0,164,,,,0,0,2000.0
Hyundai,2011,15,97808,EV,Automatic,Sedan,Excellent,Green,1,0,1,,316,299.0,84.48230483359696,22.0,3500,1,14753.89
Ford,2018,8,210901,Diesel,Automatic,Coupe,Good,Green,4,0,1,1.8,336,,,,0,0,2000.0
Polestar,2024,2,37576,EV,Automatic,SUV,Good,White,4,0,1,,238,461.0,97.98988241282095,11.0,7500,1,66540.26
Kia,2010,16,265292,Petrol,CVT,SUV,Excellent,Black,1,0,1,3.5,245,,,,0,0,2000.0
Chevrolet,2018,8,229574,Hybrid,Automatic,Sedan,Good,Brown,1,0,0,1.8,433,,,,0,0,2000.0
Hyundai,2010,16,322099,Hybrid,Automatic,SUV,Fair,Gray,2,0,0,2.0,492,,,,0,0,2000.0
Audi,2024,2,239603,Petrol,Manual,Convertible,Excellent,Brown,2,0,1,1.6,273,,,,0,0,19677.9
Ford,2023,3,69746,Petrol,CVT,SUV,Fair,Green,4,0,1,1.0,483,,,,0,0,2000.0
Mercedes,2016,10,238092,Petrol,Manual,SUV,Excellent,White,1,0,1,1.5,121,,,,0,0,14725.78
Volkswagen,2015,11,316117,Hybrid,Automatic,Sedan,Excellent,Red,3,0,1,1.8,136,,,,0,0,2000.0
Toyota,2016,10,172034,Petrol,Automatic,Sedan,Fair,White,1,0,1,1.5,315,,,,0,0,2000.0
Honda,2024,2,205976,Diesel,Automatic,Truck,Fair,Brown,2,0,1,3.0,450,,,,0,0,8880.62
Toyota,2012,14,202844,Petrol,Automatic,SUV,Excellent,Blue,2,0,1,1.4,412,,,,0,0,2000.0
Toyota,2023,3,253668,Petrol,CVT,Truck,Excellent,Black,5,0,1,1.4,87,,,,0,0,2023.25
Nissan,2012,14,218918,Hybrid,Automatic,Truck,Poor,Gray,3,0,1,1.0,294,,,,0,0,2000.0
Kia,2022,4,96971,Petrol,Automatic,SUV,Poor,Silver,3,0,0,1.0,138,,,,0,0,2000.0
Tesla,2020,6,62996,EV,Automatic,Coupe,Good,Gray,1,0,1,,321,643.0,83.45496706584956,50.0,3500,1,81149.63
Toyota,2010,16,129278,Diesel,CVT,Sedan,Fair,Green,3,0,1,3.0,474,,,,0,0,2000.0
Tesla,2013,13,183800,EV,Automatic,SUV,Excellent,Green,2,0,1,,234,492.0,83.25390356433525,11.0,5000,1,26734.0
Tesla,2021,5,89966,EV,Automatic,SUV,Excellent,Black,2,1,1,,429,576.0,88.57136675098245,250.0,0,1,69009.1
Honda,2011,15,182331,Petrol,CVT,Sedan,Poor,Gray,1,1,0,5.0,115,,,,0,0,2000.0
Audi,2019,7,89480,EV,Automatic,Sedan,Good,Red,1,1,1,,340,283.0,92.60543033762175,150.0,7500,1,47759.81
Audi,2017,9,114336,EV,Automatic,SUV,Excellent,White,1,1,1,,581,454.0,83.81362231492076,11.0,5000,1,47857.67
Hyundai,2012,14,154005,Hybrid,Automatic,SUV,Good,Red,4,1,1,2.5,151,,,,0,0,2000.0
Hyundai,2016,10,162079,Hybrid,CVT,Van,Good,Gray,1,0,0,2.5,80,,,,0,0,2000.0
Toyota,2016,10,288609,Diesel,CVT,Coupe,Excellent,Black,4,1,1,4.0,428,,,,0,0,2000.0
Mercedes,2021,5,319515,Petrol,Automatic,Sedan,Fair,Gray,1,0,1,1.8,515,,,,0,0,36769.7
Hyundai,2018,8,155504,Hybrid,Automatic,Truck,Excellent,Black,2,0,0,3.0,338,,,,0,0,2000.0
Tesla,2015,11,163851,EV,Automatic,Hatchback,Excellent,Green,1,0,1,,783,515.0,83.43980784748244,100.0,3500,1,83576.11
Nissan,2010,16,350000,Diesel,Automatic,Convertible,Excellent,White,2,0,1,1.0,432,,,,0,0,2000.0
Hyundai,2017,9,180063,Petrol,Manual,SUV,Good,Blue,2,0,0,2.5,358,,,,0,0,2000.0
Honda,2010,16,195275,Petrol,Manual,SUV,Fair,Gray,1,0,1,3.0,294,,,,0,0,2000.0
Toyota,2012,14,246025,Hybrid,Manual,Truck,Good,Brown,2,0,1,3.0,369,,,,0,0,2000.0
Hyundai,2020,6,115613,Hybrid,Automatic,Van,Excellent,Brown,2,1,0,4.0,233,,,,0,0,3230.99
Toyota,2014,12,137055,Diesel,CVT,Truck,Excellent,Red,2,0,1,3.5,340,,,,0,0,2000.0
Chevrolet,2017,9,211987,Petrol,Automatic,SUV,Good,White,4,0,1,1.5,471,,,,0,0,2000.0
Polestar,2018,8,123317,EV,Automatic,Sedan,Good,Blue,1,0,0,,292,584.0,79.38633713536038,22.0,5000,1,50788.38
Chevrolet,2024,2,182464,Hybrid,Automatic,Sedan,Good,White,5,0,1,3.0,460,,,,0,0,9302.77
Mercedes,2016,10,258889,Petrol,Automatic,SUV,Good,Blue,2,0,1,5.0,232,,,,0,0,38561.98
Hyundai,2025,1,136928,Diesel,CVT,Sedan,Good,Blue,5,0,1,1.6,518,,,,0,0,8372.99
Tesla,2018,8,176349,EV,Automatic,SUV,Excellent,Brown,2,0,1,,484,414.0,80.63794816219077,50.0,7500,1,2000.0
Chevrolet,2020,6,85221,Hybrid,Manual,SUV,Good,Silver,4,1,1,1.4,343,,,,0,0,11495.69
Polestar,2012,14,174448,EV,Automatic,Truck,Good,Brown,3,0,1,,1015,564.0,80.17076766792667,350.0,7500,1,32769.26
Mercedes,2022,4,38982,Petrol,Automatic,SUV,Excellent,Blue,2,0,1,1.8,459,,,,0,0,83246.14
Polestar,2014,12,137707,EV,Automatic,SUV,Excellent,Red,3,0,0,,827,366.0,66.86570817232567,250.0,7500,1,42466.43
Rivian,2019,7,114194,EV,Automatic,Truck,Good,Brown,3,0,1,,392,486.0,91.94976644329032,250.0,5000,1,103940.07
Ford,2017,9,213270,Diesel,Automatic,Truck,Good,Green,1,1,0,5.0,489,,,,0,0,2000.0
Toyota,2021,5,270464,Petrol,Manual,SUV,Good,Blue,3,0,0,2.0,246,,,,0,0,2000.0
Honda,2010,16,350000,Petrol,Automatic,Coupe,Excellent,Red,3,1,1,3.0,386,,,,0,0,2000.0
Toyota,2017,9,153250,Petrol,Automatic,SUV,Excellent,Green,2,0,1,2.0,341,,,,0,0,2000.0
Toyota,2016,10,256772,Petrol,Automatic,Coupe,Good,Green,1,0,1,1.0,348,,,,0,0,2000.0
Kia,2010,16,350000,Hybrid,Manual,Convertible,Excellent,Green,2,0,0,5.0,131,,,,0,0,2000.0
Toyota,2022,4,78395,Petrol,Automatic,Coupe,Excellent,White,3,0,1,3.5,326,,,,0,0,13884.8
BMW,2022,4,68648,Petrol,CVT,Coupe,Good,Black,4,0,1,4.0,422,,,,0,0,73645.2
Nissan,2019,7,213100,Hybrid,Automatic,Hatchback,Good,Brown,1,1,1,2.5,115,,,,0,0,4848.56
Toyota,2021,5,211632,Petrol,Automatic,Sedan,Excellent,Blue,1,1,0,1.4,457,,,,0,0,2000.0
Nissan,2019,7,163200,EV,Automatic,Truck,Good,Blue,1,0,1,,737,244.0,87.97869539910573,150.0,5000,1,13352.5
Ford,2024,2,186048,Hybrid,CVT,Truck,Good,Black,1,0,1,1.4,480,,,,0,0,16155.68
Honda,2021,5,307448,Diesel,Automatic,Van,Excellent,Blue,1,0,1,3.5,528,,,,0,0,3712.93
Kia,2015,11,193229,Hybrid,Manual,Hatchback,Good,Gray,1,0,1,3.0,122,,,,0,0,2000.0
Hyundai,2010,16,315131,Diesel,Manual,SUV,Excellent,Brown,2,0,0,1.8,220,,,,0,0,2000.0
Rivian,2011,15,124971,EV,Automatic,SUV,Excellent,Brown,2,0,0,,827,434.0,82.17026570030337,100.0,5000,1,57557.49
Kia,2014,12,139047,EV,Automatic,SUV,Good,Gray,3,0,1,,950,356.0,75.0365185003815,22.0,3500,1,14389.08
Nissan,2011,15,275966,Petrol,Automatic,SUV,Poor,Brown,5,0,0,3.5,262,,,,0,0,2000.0
Ford,2023,3,175490,Petrol,Manual,SUV,Good,White,1,0,1,3.0,285,,,,0,0,2000.0
Honda,2019,7,275497,Diesel,CVT,Coupe,Poor,Red,1,1,1,3.0,447,,,,0,0,2000.0
Volkswagen,2010,16,142097,Petrol,Automatic,Sedan,Excellent,Silver,2,0,1,5.0,221,,,,0,0,2000.0
Nissan,2015,11,221142,EV,Automatic,Coupe,Poor,Brown,5,0,1,,1095,632.0,88.17095448710246,100.0,5000,1,30437.55
Subaru,2025,1,126456,Diesel,Manual,Sedan,Good,Green,1,0,0,4.0,180,,,,0,0,10970.85
Audi,2017,9,169277,EV,Automatic,Truck,Excellent,Gray,4,0,1,,327,564.0,87.53032800368723,350.0,5000,1,32415.1
Mercedes,2017,9,227296,Petrol,Manual,Truck,Fair,Gray,2,0,1,1.4,506,,,,0,0,26707.5
Volkswagen,2022,4,143601,Diesel,Automatic,Truck,Good,Brown,5,0,0,3.0,270,,,,0,0,14785.34
Mercedes,2022,4,46691,Diesel,Automatic,SUV,Excellent,Green,1,0,1,1.8,417,,,,0,0,68409.44
Lucid,2025,1,67192,EV,Automatic,Sedan,Good,Blue,1,0,0,,1087,205.0,98.2035366735656,22.0,3500,1,120924.41
Nissan,2017,9,263924,Diesel,Automatic,Coupe,Good,Blue,1,1,1,2.0,88,,,,0,0,2000.0
Audi,2025,1,161727,Hybrid,Automatic,Sedan,Excellent,Brown,3,1,1,4.0,309,,,,0,0,17530.18
Volkswagen,2020,6,79870,EV,Automatic,Sedan,Good,Gray,2,0,1,,730,288.0,93.92434064416983,100.0,5000,1,30098.26
Volkswagen,2025,1,28378,EV,Automatic,Sedan,Good,Gray,1,0,0,,350,577.0,97.28952188495406,350.0,7500,1,39860.91
Honda,2015,11,112402,Petrol,Automatic,Sedan,Good,Red,1,0,1,1.8,181,,,,0,0,2000.0
Rivian,2020,6,92393,EV,Automatic,Coupe,Excellent,Blue,3,0,1,,894,472.0,93.78866651964462,350.0,5000,1,79672.84
Tesla,2012,14,232158,EV,Automatic,Coupe,Good,Brown,3,0,1,,991,483.0,76.09366542569744,250.0,3500,1,58406.74
Nissan,2010,16,320885,Petrol,Automatic,SUV,Poor,Brown,4,0,0,3.5,314,,,,0,0,2000.0
BMW,2011,15,169098,EV,Automatic,Coupe,Good,Brown,1,0,1,,353,314.0,82.68339487683183,150.0,7500,1,41171.61
Rivian,2014,12,139827,EV,Automatic,Hatchback,Poor,Black,2,1,1,,424,323.0,68.4596164843727,22.0,5000,1,37422.77
Mercedes,2022,4,87155,Petrol,Automatic,SUV,Excellent,Gray,4,1,1,2.0,463,,,,0,0,23218.08
Toyota,2019,7,175318,Petrol,Automatic,Hatchback,Good,Silver,1,1,1,1.0,151,,,,0,0,2000.0
Rivian,2014,12,150879,EV,Automatic,SUV,Good,Black,2,0,0,,810,603.0,81.64899356913205,250.0,3500,1,49550.04
Toyota,2019,7,259982,Petrol,Automatic,Hatchback,Good,Silver,2,1,1,3.0,335,,,,0,0,2000.0
BMW,2023,3,256907,Petrol,Automatic,SUV,Excellent,Silver,1,1,1,3.0,173,,,,0,0,23357.49
Polestar,2010,16,145873,EV,Automatic,Sedan,Excellent,White,3,1,1,,256,428.0,60.0,100.0,5000,1,45383.89
Polestar,2025,1,19672,EV,Automatic,Sedan,Excellent,Blue,3,0,1,,833,333.0,97.0589407985297,100.0,5000,1,87183.48
Chevrolet,2010,16,293171,Petrol,Automatic,SUV,Good,Brown,1,0,0,2.0,110,,,,0,0,2000.0
Hyundai,2024,2,64783,Diesel,Manual,SUV,Excellent,Silver,1,0,1,2.5,175,,,,0,0,5470.21
Tesla,2018,8,104599,EV,Automatic,SUV,Excellent,Green,3,1,1,,300,436.0,87.2807086124371,11.0,3500,1,39819.13
BMW,2011,15,195104,EV,Automatic,Convertible,Good,Gray,1,0,0,,1031,633.0,84.7907219414482,150.0,7500,1,63395.84
BMW,2016,10,337782,Petrol,CVT,SUV,Excellent,Gray,2,0,0,3.5,140,,,,0,0,2000.0
Kia,2019,7,112717,EV,Automatic,SUV,Poor,Black,1,1,1,,402,202.0,90.50190092042322,11.0,3500,1,13684.26
Volkswagen,2025,1,46578,EV,Automatic,SUV,Good,Gray,4,0,1,,796,236.0,98.89509032375227,22.0,7500,1,49746.37
Volkswagen,2013,13,306033,Petrol,Automatic,Hatchback,Good,Gray,2,0,1,3.5,98,,,,0,0,2000.0
Volkswagen,2016,10,229844,Diesel,Automatic,SUV,Good,Red,2,0,1,3.0,340,,,,0,0,2000.0
Toyota,2017,9,178472,Petrol,Automatic,Coupe,Excellent,White,2,1,0,5.0,227,,,,0,0,5542.75
Tesla,2025,1,40542,EV,Automatic,Sedan,Excellent,Silver,1,0,0,,755,434.0,97.44617969523134,100.0,5000,1,67384.4
Toyota,2014,12,203073,Petrol,Automatic,SUV,Good,Blue,3,0,0,4.0,314,,,,0,0,2000.0
Chevrolet,2022,4,61071,Petrol,Manual,Truck,Poor,Black,2,0,1,5.0,364,,,,0,0,15964.49
Tesla,2021,5,77052,EV,Automatic,Truck,Excellent,White,1,1,1,,532,450.0,89.5630593253364,100.0,5000,1,66971.83
Rivian,2021,5,82775,EV,Automatic,Truck,Good,Silver,2,0,0,,694,342.0,87.96587929471904,50.0,7500,1,91645.28
Mercedes,2010,16,154192,Hybrid,Automatic,Coupe,Poor,Green,2,0,0,1.5,104,,,,0,0,2000.0
Honda,2025,1,60672,Diesel,Manual,SUV,Good,Silver,1,1,1,1.5,312,,,,0,0,17184.07
Honda,2013,13,286853,Diesel,CVT,Sedan,Good,Gray,1,0,1,1.5,404,,,,0,0,2000.0
Volkswagen,2019,7,98578,EV,Automatic,Truck,Good,Green,1,0,1,,519,267.0,85.33417046110964,11.0,7500,1,24523.76
Hyundai,2025,1,105170,Petrol,Automatic,SUV,Excellent,Brown,1,0,0,2.0,519,,,,0,0,13433.79
Honda,2012,14,104019,Diesel,Manual,SUV,Excellent,Brown,4,0,1,1.5,492,,,,0,0,2000.0
Toyota,2019,7,214984,Petrol,Automatic,Sedan,Good,Gray,1,0,1,4.0,321,,,,0,0,2000.0
Kia,2024,2,61589,Petrol,Automatic,Van,Fair,Green,3,0,1,1.5,204,,,,0,0,2000.0
Toyota,2021,5,262753,Hybrid,Automatic,Sedan,Excellent,Black,4,0,0,3.5,376,,,,0,0,2000.0
Nissan,2014,12,314071,Petrol,Automatic,Sedan,Good,Blue,3,0,1,2.5,209,,,,0,0,2000.0
Kia,2019,7,158407,EV,Automatic,Coupe,Excellent,Gray,4,0,0,,1054,222.0,85.54229296533812,100.0,7500,1,22067.99
Toyota,2022,4,121671,Diesel,Manual,Coupe,Good,Blue,1,0,1,1.0,307,,,,0,0,14049.93
Toyota,2019,7,235039,Petrol,Automatic,SUV,Excellent,Gray,5,0,1,3.0,266,,,,0,0,2000.0
Subaru,2022,4,117478,Petrol,Automatic,Coupe,Good,Blue,2,1,1,3.0,272,,,,0,0,6042.15
Mercedes,2015,11,315496,Diesel,Automatic,SUV,Excellent,Brown,3,1,0,3.0,366,,,,0,0,29809.33
Mercedes,2011,15,146303,EV,Automatic,Coupe,Good,Gray,2,0,0,,1095,339.0,78.5639566532016,250.0,5000,1,15858.41
Nissan,2016,10,135645,Hybrid,Automatic,SUV,Excellent,Brown,1,0,1,4.0,444,,,,0,0,2000.0
Polestar,2022,4,70312,EV,Automatic,Coupe,Fair,Brown,3,1,1,,240,452.0,93.54330455180362,250.0,7500,1,58839.86
Subaru,2012,14,350000,Petrol,Manual,Coupe,Good,Red,2,0,1,1.6,125,,,,0,0,2000.0
Volkswagen,2024,2,62405,Hybrid,Automatic,SUV,Good,Gray,5,1,1,5.0,139,,,,0,0,2394.94
Mercedes,2010,16,340717,Diesel,Automatic,SUV,Good,Red,3,0,1,3.5,125,,,,0,0,34058.72
Toyota,2019,7,298235,Diesel,Automatic,SUV,Good,Gray,3,1,1,2.5,354,,,,0,0,2000.0
Volkswagen,2012,14,155338,EV,Automatic,Sedan,Good,Gray,3,0,1,,1048,202.0,66.49160775580404,350.0,7500,1,15026.64
